published,impact,av-attack-vector,av-attack-complexity,av-privileges-required,av-user-interaction,av-scope,av-confidentiality,av-integrity,av-availability
2001-05-03T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-05-03T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-05-03T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-05-03T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-05-03T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-05-03T04:00:00.000,4.9,N,L,Null,Null,Null,P,P,N
2001-05-03T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-05-03T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-05-03T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-05-03T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
2001-05-03T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-05-03T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-05-03T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-05-03T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-05-03T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-05-03T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-05-03T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-05-03T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-05-03T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-05-03T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-05-03T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-05-03T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-05-03T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-05-03T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-05-03T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-05-03T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-05-03T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-05-03T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-05-03T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-05-03T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-05-03T04:00:00.000,6.4,L,H,Null,Null,Null,P,P,P
2001-05-03T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-05-03T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-05-03T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-05-03T04:00:00.000,2.9,N,H,Null,Null,Null,N,N,P
2001-05-03T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-05-03T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-05-03T04:00:00.000,2.9,L,H,Null,Null,Null,N,P,N
2001-05-10T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-05-10T04:00:00.000,2.9,L,H,Null,Null,Null,N,P,N
2001-05-11T04:00:00.000,2.9,N,H,Null,Null,Null,N,N,P
2001-05-12T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-05-16T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-05-18T04:00:00.000,2.9,L,H,Null,Null,Null,N,P,N
2001-05-21T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-05-22T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-05-24T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-05-24T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-05-24T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-05-24T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-05-24T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-05-24T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-05-24T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-05-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-05-28T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-05-28T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-05-28T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-05-28T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-05-28T04:00:00.000,6.4,L,H,Null,Null,Null,P,P,P
2001-05-29T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-05-30T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-02T04:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2001-06-02T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-02T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-02T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-06-02T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-02T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-06-02T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-02T04:00:00.000,4.9,L,L,Null,Null,Null,P,P,N
2001-06-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
2001-06-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-02T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
2001-06-02T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-02T04:00:00.000,4.9,N,L,Null,Null,Null,N,P,P
2001-06-02T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-06-02T04:00:00.000,2.9,L,H,Null,Null,Null,N,N,P
2001-06-05T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-05T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-06T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-08T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-06-11T04:00:00.000,2.9,L,H,Null,Null,Null,N,P,N
2001-06-11T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2001-06-11T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-06-11T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-06-11T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2001-06-11T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-12T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-12T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-13T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-15T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-16T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-06-18T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-06-18T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-06-18T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-06-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-18T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-18T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2001-06-18T04:00:00.000,10.0,L,H,Null,Null,Null,C,C,C
2001-06-18T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-06-18T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
2001-06-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-18T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-18T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-18T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-18T04:00:00.000,4.9,N,L,Null,Null,Null,P,P,N
2001-06-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-18T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2001-06-18T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-18T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-18T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-18T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-06-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-18T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-06-18T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-18T04:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
2001-06-18T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2001-06-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-18T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-18T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-06-18T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-18T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-06-18T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-18T04:00:00.000,6.9,N,M,Null,Null,Null,N,N,C
2001-06-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-18T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-18T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-18T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-18T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-18T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-06-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-19T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-06-19T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-21T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-06-21T04:00:00.000,2.9,L,H,Null,Null,Null,N,P,N
2001-06-22T04:00:00.000,10.0,L,H,Null,Null,Null,C,C,C
2001-06-22T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-23T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-06-26T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-26T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-27T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-27T04:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,4.9,N,H,Null,Null,Null,P,P,N
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-06-27T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-06-27T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,4.9,N,L,Null,Null,Null,P,P,N
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-27T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-06-27T04:00:00.000,4.9,N,L,Null,Null,Null,N,P,P
2001-06-27T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-27T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-27T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-06-27T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-06-28T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2001-06-29T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-29T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-06-29T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-29T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-29T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-06-30T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-01T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-07-01T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-07-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-07-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-07-02T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2001-07-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-07-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-07-02T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-07-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-07-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-07-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-07-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-07-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-02T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2001-07-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-07-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-02T04:00:00.000,4.9,N,L,Null,Null,Null,P,N,P
2001-07-02T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-07-02T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-07-02T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-07-02T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-07-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-07-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-07-02T04:00:00.000,4.9,L,L,Null,Null,Null,P,P,N
2001-07-02T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-07-02T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-07-02T04:00:00.000,4.9,N,L,Null,Null,Null,N,P,P
2001-07-02T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-07-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2001-07-02T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2001-07-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-02T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
2001-07-02T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-07-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-07-02T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-07-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-02T04:00:00.000,6.4,N,M,Null,Null,Null,P,P,P
2001-07-03T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-07-04T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2001-07-04T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-04T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-07-05T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-07-05T04:00:00.000,6.4,L,H,Null,Null,Null,P,P,P
2001-07-05T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-05T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-07-06T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-07-06T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-07T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-07-09T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-09T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-09T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-07-10T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-07-10T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-07-10T04:00:00.000,4.9,L,L,Null,Null,Null,P,P,N
2001-07-11T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-07-11T04:00:00.000,4.9,N,L,Null,Null,Null,P,P,N
2001-07-11T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-07-11T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-07-11T04:00:00.000,2.9,L,H,Null,Null,Null,N,P,N
2001-07-11T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-07-11T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-07-11T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-12T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-07-12T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-12T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-07-12T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2001-07-12T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2001-07-12T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2001-07-12T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2001-07-12T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2001-07-12T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-07-13T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2001-07-13T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2001-07-16T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-16T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2001-07-16T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2001-07-16T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2001-07-16T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-16T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-16T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-16T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-16T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2001-07-16T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
