published,impact,av-attack-vector,av-attack-complexity,av-privileges-required,av-user-interaction,av-scope,av-confidentiality,av-integrity,av-availability
1999-06-11T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-06-12T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-06-16T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-06-16T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-06-22T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-06-23T04:00:00.000,6.9,N,M,Null,Null,Null,N,N,C
1999-06-23T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-06-23T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-06-24T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-06-24T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-06-25T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-06-25T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-06-26T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-06-28T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-06-28T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-06-28T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-06-29T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
1999-06-30T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-06-30T04:00:00.000,6.9,N,L,Null,Null,Null,N,N,C
1999-06-30T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
1999-07-01T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-07-01T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-07-01T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-07-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-07-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-07-02T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
1999-07-03T04:00:00.000,6.9,N,L,Null,Null,Null,N,N,C
1999-07-06T04:00:00.000,6.9,N,L,Null,Null,Null,N,N,C
1999-07-06T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-07-06T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-07-07T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-07-09T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-07-10T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-07-11T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-07-13T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-07-14T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
1999-07-15T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-07-15T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-07-19T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-07-19T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-07-19T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-07-20T04:00:00.000,6.9,N,L,Null,Null,Null,N,N,C
1999-07-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-07-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-07-21T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-07-21T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-07-21T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-07-21T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
1999-07-23T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-07-25T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-07-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-07-28T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-07-28T04:00:00.000,10.0,N,H,Null,Null,Null,C,C,C
1999-07-29T04:00:00.000,10.0,L,H,Null,Null,Null,C,C,C
1999-07-29T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
1999-07-29T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-07-30T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-07-30T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-07-30T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-07-30T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-08-01T04:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
1999-08-01T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-08-03T04:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
1999-08-03T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-08-03T04:00:00.000,4.9,L,L,Null,Null,Null,N,P,P
1999-08-05T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-08-05T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-08-06T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-08-06T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-08-07T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-08-08T04:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
1999-08-08T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-08-09T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-08-09T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-08-09T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-08-09T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-08-10T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-08-11T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
1999-08-11T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-08-11T04:00:00.000,2.9,N,H,Null,Null,Null,P,N,N
1999-08-11T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-08-11T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-08-12T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-08-12T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-08-13T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-08-16T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-08-16T04:00:00.000,2.9,N,H,Null,Null,Null,N,P,N
1999-08-16T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-08-17T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-08-18T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-08-18T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
1999-08-19T04:00:00.000,6.9,N,M,Null,Null,Null,C,N,N
1999-08-19T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
1999-08-19T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-08-19T04:00:00.000,4.9,N,L,Null,Null,Null,P,N,P
1999-08-19T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-08-20T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
1999-08-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-08-20T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-08-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-08-20T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-08-21T04:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
1999-08-21T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-08-22T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-08-22T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-08-22T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-08-23T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-08-24T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-08-24T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-08-25T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-08-25T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-08-25T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-08-25T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-08-26T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-08-27T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-08-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-08-30T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-08-30T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-08-31T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-08-31T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-09-01T04:00:00.000,4.9,N,H,Null,Null,Null,P,P,N
1999-09-01T04:00:00.000,4.9,N,H,Null,Null,Null,P,P,N
1999-09-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-09-01T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-09-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-09-02T04:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
1999-09-02T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-09-02T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-09-02T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
1999-09-03T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-09-03T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-09-05T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-09-05T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
1999-09-07T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-09-08T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-09-09T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-09-09T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-09-10T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-09-10T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-09-10T04:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
1999-09-12T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-09-13T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-09-13T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-09-13T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-09-13T04:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
1999-09-13T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-09-13T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-09-13T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-09-13T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-09-15T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-09-16T04:00:00.000,10.0,N,M,Null,Null,Null,C,C,C
1999-09-16T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-09-16T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
1999-09-16T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-09-16T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-09-17T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
1999-09-17T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-09-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-09-21T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-09-22T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-09-22T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
1999-09-23T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-09-23T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-09-23T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-09-23T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-09-23T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-09-23T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-09-24T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-09-24T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-09-24T04:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
1999-09-26T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-09-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-09-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-09-28T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-09-28T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-09-29T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-09-30T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
1999-09-30T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-09-30T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-09-30T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-10-01T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-10-01T04:00:00.000,2.9,N,M,Null,Null,Null,P,N,N
1999-10-01T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-10-01T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-10-01T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-10-01T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-10-01T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-10-01T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-10-01T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-10-04T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-10-04T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-10-04T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-10-04T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
1999-10-04T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-10-04T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-10-05T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-10-05T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-10-05T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-10-06T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-10-06T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-10-07T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-10-07T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-10-07T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-10-08T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-10-08T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-10-08T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-10-11T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
1999-10-13T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-10-13T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-10-15T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-10-17T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-10-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-10-21T04:00:00.000,10.0,N,M,Null,Null,Null,C,C,C
1999-10-21T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-10-21T04:00:00.000,10.0,N,H,Null,Null,Null,C,C,C
1999-10-22T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-10-22T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-10-22T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-10-22T04:00:00.000,10.0,L,H,Null,Null,Null,C,C,C
1999-10-23T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-10-23T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-10-23T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-10-24T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-10-25T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-10-25T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-10-26T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-10-26T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-10-26T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-10-26T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-10-28T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-10-28T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-10-28T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-10-28T04:00:00.000,2.9,N,H,Null,Null,Null,N,N,P
1999-10-29T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-10-30T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-10-31T04:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
1999-11-01T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-01T05:00:00.000,2.9,N,H,Null,Null,Null,P,N,N
1999-11-01T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-11-01T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-11-01T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-11-01T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-11-01T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-11-02T05:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
1999-11-02T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-02T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-11-02T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-11-02T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-03T05:00:00.000,4.9,L,L,Null,Null,Null,P,P,N
1999-11-03T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-11-04T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-11-04T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-11-04T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-11-04T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-11-04T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-11-04T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-04T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-11-04T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-11-04T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-11-07T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-07T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-08T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-11-08T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-11-08T05:00:00.000,4.9,L,L,Null,Null,Null,P,P,N
1999-11-08T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-11-08T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-11-09T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-11-09T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-09T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-09T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-09T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-09T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-10T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-10T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-11-10T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-11-10T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-11-10T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-11-10T05:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
1999-11-10T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-10T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-11T05:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
1999-11-12T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-11-12T05:00:00.000,10.0,N,H,Null,Null,Null,C,C,C
1999-11-13T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-14T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-11-14T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-11-15T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-11-16T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-11-16T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-16T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-11-16T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-11-17T05:00:00.000,2.9,N,H,Null,Null,Null,P,N,N
1999-11-17T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-11-17T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-11-17T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-11-18T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-11-18T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-11-19T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-11-19T05:00:00.000,2.9,N,M,Null,Null,Null,N,N,P
1999-11-19T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-11-20T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-11-22T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-23T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-23T05:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
1999-11-24T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-11-24T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-24T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-24T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-11-25T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-11-25T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-11-25T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-11-29T05:00:00.000,6.9,N,L,Null,Null,Null,C,N,N
1999-11-29T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-11-29T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-11-29T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-11-30T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-11-30T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-11-30T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-11-30T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-12-01T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-12-01T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-12-01T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-12-01T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-12-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-12-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-12-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-12-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-12-01T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-12-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
1999-12-01T05:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
1999-12-01T05:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
1999-12-01T05:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
1999-12-01T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-12-01T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-12-01T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-12-02T05:00:00.000,4.9,L,L,Null,Null,Null,P,P,N
1999-12-02T05:00:00.000,4.9,L,L,Null,Null,Null,P,P,N
1999-12-02T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-12-02T05:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
1999-12-02T05:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
1999-12-02T05:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
1999-12-03T05:00:00.000,4.9,L,L,Null,Null,Null,P,P,N
1999-12-03T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-12-03T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-12-03T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-12-03T05:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
1999-12-03T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-12-03T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-12-04T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-12-05T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1999-12-05T05:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
1999-12-06T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-12-06T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-12-07T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-12-07T05:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
1999-12-08T05:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
1999-12-08T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-12-09T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-12-09T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-12-09T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-12-10T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-12-10T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-12-12T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-12-12T05:00:00.000,2.9,N,H,Null,Null,Null,P,N,N
1999-12-13T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
